Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Ecotype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Experimental_Factor:_individual (exp),external_id,genotype,Individual,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_name,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,ena_first_public,ena_last_update,scientific_name
ERR7624617,WGS,300,1209126600,PRJEB49306,SAMEA11057366,ArrayExpress,415202305,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195197,Plate1_D10,SAMEA11057366,wild type genotype,Plate1_D10,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057366,E-MTAB-11254:Plate1_D10,ERP133800,E-MTAB-11254:Plate1_D10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624618,WGS,300,1310250900,PRJEB49306,SAMEA11057367,ArrayExpress,450272455,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195198,Plate1_D11,SAMEA11057367,wild type genotype,Plate1_D11,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057367,E-MTAB-11254:Plate1_D11,ERP133800,E-MTAB-11254:Plate1_D11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624619,WGS,300,1266733200,PRJEB49306,SAMEA11057368,ArrayExpress,434328502,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195199,Plate1_D12,SAMEA11057368,wild type genotype,Plate1_D12,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057368,E-MTAB-11254:Plate1_D12,ERP133800,E-MTAB-11254:Plate1_D12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624620,WGS,300,1122874800,PRJEB49306,SAMEA11057369,ArrayExpress,382536178,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195200,Plate1_D2,SAMEA11057369,wild type genotype,Plate1_D2,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:05:00Z,1,SAMEA11057369,E-MTAB-11254:Plate1_D2,ERP133800,E-MTAB-11254:Plate1_D2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624621,WGS,300,1096107000,PRJEB49306,SAMEA11057370,ArrayExpress,375852291,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195201,Plate1_D3,SAMEA11057370,wild type genotype,Plate1_D3,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057370,E-MTAB-11254:Plate1_D3,ERP133800,E-MTAB-11254:Plate1_D3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624622,WGS,300,1304212800,PRJEB49306,SAMEA11057371,ArrayExpress,444374934,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195202,Plate1_D4,SAMEA11057371,wild type genotype,Plate1_D4,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057371,E-MTAB-11254:Plate1_D4,ERP133800,E-MTAB-11254:Plate1_D4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624623,WGS,300,1482097800,PRJEB49306,SAMEA11057372,ArrayExpress,510941730,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195203,Plate1_D6,SAMEA11057372,wild type genotype,Plate1_D6,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057372,E-MTAB-11254:Plate1_D6,ERP133800,E-MTAB-11254:Plate1_D6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624624,WGS,300,1246811700,PRJEB49306,SAMEA11057373,ArrayExpress,425694731,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195204,Plate1_D7,SAMEA11057373,wild type genotype,Plate1_D7,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057373,E-MTAB-11254:Plate1_D7,ERP133800,E-MTAB-11254:Plate1_D7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624625,WGS,300,1289239500,PRJEB49306,SAMEA11057374,ArrayExpress,440137682,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195205,Plate1_D8,SAMEA11057374,wild type genotype,Plate1_D8,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057374,E-MTAB-11254:Plate1_D8,ERP133800,E-MTAB-11254:Plate1_D8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624626,WGS,300,1272869100,PRJEB49306,SAMEA11057375,ArrayExpress,448541873,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195206,Plate1_D9,SAMEA11057375,wild type genotype,Plate1_D9,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_D9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057375,E-MTAB-11254:Plate1_D9,ERP133800,E-MTAB-11254:Plate1_D9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624627,WGS,300,1278544500,PRJEB49306,SAMEA11057376,ArrayExpress,433059929,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195207,Plate1_E1,SAMEA11057376,wild type genotype,Plate1_E1,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057376,E-MTAB-11254:Plate1_E1,ERP133800,E-MTAB-11254:Plate1_E1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624628,WGS,300,1238181300,PRJEB49306,SAMEA11057377,ArrayExpress,425758720,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195208,Plate1_E10,SAMEA11057377,wild type genotype,Plate1_E10,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057377,E-MTAB-11254:Plate1_E10,ERP133800,E-MTAB-11254:Plate1_E10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624629,WGS,300,1238491200,PRJEB49306,SAMEA11057378,ArrayExpress,423340494,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195209,Plate1_E11,SAMEA11057378,wild type genotype,Plate1_E11,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057378,E-MTAB-11254:Plate1_E11,ERP133800,E-MTAB-11254:Plate1_E11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624630,WGS,300,1159652100,PRJEB49306,SAMEA11057379,ArrayExpress,397005031,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195210,Plate1_E12,SAMEA11057379,wild type genotype,Plate1_E12,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057379,E-MTAB-11254:Plate1_E12,ERP133800,E-MTAB-11254:Plate1_E12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624631,WGS,300,1142606100,PRJEB49306,SAMEA11057380,ArrayExpress,398520641,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195211,Plate1_E2,SAMEA11057380,wild type genotype,Plate1_E2,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057380,E-MTAB-11254:Plate1_E2,ERP133800,E-MTAB-11254:Plate1_E2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624632,WGS,300,1366488600,PRJEB49306,SAMEA11057381,ArrayExpress,521769924,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195212,Plate1_E4,SAMEA11057381,wild type genotype,Plate1_E4,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:08:00Z,1,SAMEA11057381,E-MTAB-11254:Plate1_E4,ERP133800,E-MTAB-11254:Plate1_E4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624633,WGS,300,1434398400,PRJEB49306,SAMEA11057382,ArrayExpress,501766365,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195213,Plate1_E5,SAMEA11057382,wild type genotype,Plate1_E5,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:08:00Z,1,SAMEA11057382,E-MTAB-11254:Plate1_E5,ERP133800,E-MTAB-11254:Plate1_E5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624634,WGS,300,1166400300,PRJEB49306,SAMEA11057383,ArrayExpress,400358033,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195214,Plate1_E6,SAMEA11057383,wild type genotype,Plate1_E6,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057383,E-MTAB-11254:Plate1_E6,ERP133800,E-MTAB-11254:Plate1_E6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624635,WGS,300,1309966800,PRJEB49306,SAMEA11057384,ArrayExpress,452627860,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195215,Plate1_E7,SAMEA11057384,wild type genotype,Plate1_E7,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057384,E-MTAB-11254:Plate1_E7,ERP133800,E-MTAB-11254:Plate1_E7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624636,WGS,300,1266707400,PRJEB49306,SAMEA11057385,ArrayExpress,432817641,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195216,Plate1_E8,SAMEA11057385,wild type genotype,Plate1_E8,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:08:00Z,1,SAMEA11057385,E-MTAB-11254:Plate1_E8,ERP133800,E-MTAB-11254:Plate1_E8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624637,WGS,300,1301574900,PRJEB49306,SAMEA11057386,ArrayExpress,457649554,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195217,Plate1_E9,SAMEA11057386,wild type genotype,Plate1_E9,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_E9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057386,E-MTAB-11254:Plate1_E9,ERP133800,E-MTAB-11254:Plate1_E9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624638,WGS,300,1207053900,PRJEB49306,SAMEA11057387,ArrayExpress,408897824,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195218,Plate1_F1,SAMEA11057387,wild type genotype,Plate1_F1,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_F1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057387,E-MTAB-11254:Plate1_F1,ERP133800,E-MTAB-11254:Plate1_F1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624639,WGS,300,1230139800,PRJEB49306,SAMEA11057388,ArrayExpress,416051234,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195219,Plate1_F10,SAMEA11057388,wild type genotype,Plate1_F10,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_F10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057388,E-MTAB-11254:Plate1_F10,ERP133800,E-MTAB-11254:Plate1_F10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624640,WGS,300,1152012000,PRJEB49306,SAMEA11057389,ArrayExpress,392884819,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195220,Plate1_F11,SAMEA11057389,wild type genotype,Plate1_F11,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_F11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057389,E-MTAB-11254:Plate1_F11,ERP133800,E-MTAB-11254:Plate1_F11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624641,WGS,300,1197910500,PRJEB49306,SAMEA11057390,ArrayExpress,413303414,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195221,Plate1_F2,SAMEA11057390,wild type genotype,Plate1_F2,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_F2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057390,E-MTAB-11254:Plate1_F2,ERP133800,E-MTAB-11254:Plate1_F2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624642,WGS,300,1463733300,PRJEB49306,SAMEA11057391,ArrayExpress,502456459,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195222,Plate1_F3,SAMEA11057391,wild type genotype,Plate1_F3,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_F3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057391,E-MTAB-11254:Plate1_F3,ERP133800,E-MTAB-11254:Plate1_F3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624643,WGS,300,1171974300,PRJEB49306,SAMEA11057392,ArrayExpress,398697293,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195223,Plate1_F4,SAMEA11057392,wild type genotype,Plate1_F4,MPIPZ,2022-06-14T16:16:55Z,2022-06-14T16:16:55Z,public,Illumina HiSeq 3000,Plate1_F4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:06:00Z,1,SAMEA11057392,E-MTAB-11254:Plate1_F4,ERP133800,E-MTAB-11254:Plate1_F4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624644,WGS,300,1359711600,PRJEB49306,SAMEA11057393,ArrayExpress,463988920,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195224,Plate1_F6,SAMEA11057393,wild type genotype,Plate1_F6,MPIPZ,2022-06-14T16:16:56Z,2022-06-14T16:16:56Z,public,Illumina HiSeq 3000,Plate1_F6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057393,E-MTAB-11254:Plate1_F6,ERP133800,E-MTAB-11254:Plate1_F6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624645,WGS,300,1149476400,PRJEB49306,SAMEA11057394,ArrayExpress,391358249,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195225,Plate1_F7,SAMEA11057394,wild type genotype,Plate1_F7,MPIPZ,2022-06-14T16:16:56Z,2022-06-14T16:16:56Z,public,Illumina HiSeq 3000,Plate1_F7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057394,E-MTAB-11254:Plate1_F7,ERP133800,E-MTAB-11254:Plate1_F7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624646,WGS,300,1183395000,PRJEB49306,SAMEA11057395,ArrayExpress,402876344,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195226,Plate1_F8,SAMEA11057395,wild type genotype,Plate1_F8,MPIPZ,2022-06-14T16:16:56Z,2022-06-14T16:16:56Z,public,Illumina HiSeq 3000,Plate1_F8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057395,E-MTAB-11254:Plate1_F8,ERP133800,E-MTAB-11254:Plate1_F8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624647,WGS,300,1341380700,PRJEB49306,SAMEA11057396,ArrayExpress,469732412,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195227,Plate1_F9,SAMEA11057396,wild type genotype,Plate1_F9,MPIPZ,2022-06-14T16:16:56Z,2022-06-14T16:16:56Z,public,Illumina HiSeq 3000,Plate1_F9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057396,E-MTAB-11254:Plate1_F9,ERP133800,E-MTAB-11254:Plate1_F9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624648,WGS,300,1223802300,PRJEB49306,SAMEA11057397,ArrayExpress,418749702,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195228,Plate1_G1,SAMEA11057397,wild type genotype,Plate1_G1,MPIPZ,2022-06-14T16:16:56Z,2022-06-14T16:16:56Z,public,Illumina HiSeq 3000,Plate1_G1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:07:00Z,1,SAMEA11057397,E-MTAB-11254:Plate1_G1,ERP133800,E-MTAB-11254:Plate1_G1,2022-06-14,2022-06-14,MPIPZ,,,
