Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Ecotype,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Experimental_Factor:_individual (exp),external_id,genotype,Individual,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sample_name,SRA Study,Submitter_Id,ENA_first_public,ena_last_update,INSDC_center_alias,ena_first_public,ena_last_update,scientific_name
ERR7624934,WGS,300,1867403400,PRJEB49306,SAMEA11057780,ArrayExpress,642753222,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195514,Plate4_H7,SAMEA11057780,wild type genotype,Plate4_H7,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate4_H7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057780,E-MTAB-11254:Plate4_H7,ERP133800,E-MTAB-11254:Plate4_H7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624935,WGS,300,2237581200,PRJEB49306,SAMEA11057781,ArrayExpress,773673482,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195515,Plate4_H8,SAMEA11057781,wild type genotype,Plate4_H8,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate4_H8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-23T11:38:00Z,1,SAMEA11057781,E-MTAB-11254:Plate4_H8,ERP133800,E-MTAB-11254:Plate4_H8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624936,WGS,300,1995739800,PRJEB49306,SAMEA11057782,ArrayExpress,687998674,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195516,Plate4_H9,SAMEA11057782,wild type genotype,Plate4_H9,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate4_H9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057782,E-MTAB-11254:Plate4_H9,ERP133800,E-MTAB-11254:Plate4_H9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624937,WGS,300,981023100,PRJEB49306,SAMEA11057783,ArrayExpress,352414025,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195517,Plate5_A1,SAMEA11057783,wild type genotype,Plate5_A1,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057783,E-MTAB-11254:Plate5_A1,ERP133800,E-MTAB-11254:Plate5_A1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624938,WGS,300,1250385900,PRJEB49306,SAMEA11057784,ArrayExpress,442357209,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195518,Plate5_A10,SAMEA11057784,wild type genotype,Plate5_A10,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:33:00Z,1,SAMEA11057784,E-MTAB-11254:Plate5_A10,ERP133800,E-MTAB-11254:Plate5_A10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624939,WGS,300,1297519500,PRJEB49306,SAMEA11057785,ArrayExpress,456704973,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195519,Plate5_A11,SAMEA11057785,wild type genotype,Plate5_A11,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057785,E-MTAB-11254:Plate5_A11,ERP133800,E-MTAB-11254:Plate5_A11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624940,WGS,300,1083009300,PRJEB49306,SAMEA11057786,ArrayExpress,401896482,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195520,Plate5_A12,SAMEA11057786,wild type genotype,Plate5_A12,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:29:00Z,1,SAMEA11057786,E-MTAB-11254:Plate5_A12,ERP133800,E-MTAB-11254:Plate5_A12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624941,WGS,300,963668400,PRJEB49306,SAMEA11057787,ArrayExpress,344676804,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195521,Plate5_A2,SAMEA11057787,wild type genotype,Plate5_A2,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057787,E-MTAB-11254:Plate5_A2,ERP133800,E-MTAB-11254:Plate5_A2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624942,WGS,300,1001424900,PRJEB49306,SAMEA11057788,ArrayExpress,343168177,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195522,Plate5_A3,SAMEA11057788,wild type genotype,Plate5_A3,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:29:00Z,1,SAMEA11057788,E-MTAB-11254:Plate5_A3,ERP133800,E-MTAB-11254:Plate5_A3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624943,WGS,300,1598282400,PRJEB49306,SAMEA11057789,ArrayExpress,589639373,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195523,Plate5_A4,SAMEA11057789,wild type genotype,Plate5_A4,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057789,E-MTAB-11254:Plate5_A4,ERP133800,E-MTAB-11254:Plate5_A4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624944,WGS,300,1987193100,PRJEB49306,SAMEA11057790,ArrayExpress,684015053,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195524,Plate5_A5,SAMEA11057790,wild type genotype,Plate5_A5,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:32:00Z,1,SAMEA11057790,E-MTAB-11254:Plate5_A5,ERP133800,E-MTAB-11254:Plate5_A5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624945,WGS,300,1177015800,PRJEB49306,SAMEA11057791,ArrayExpress,429207193,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195525,Plate5_A6,SAMEA11057791,wild type genotype,Plate5_A6,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057791,E-MTAB-11254:Plate5_A6,ERP133800,E-MTAB-11254:Plate5_A6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624946,WGS,300,1143819900,PRJEB49306,SAMEA11057792,ArrayExpress,413640868,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195526,Plate5_A7,SAMEA11057792,wild type genotype,Plate5_A7,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057792,E-MTAB-11254:Plate5_A7,ERP133800,E-MTAB-11254:Plate5_A7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624947,WGS,300,1566659100,PRJEB49306,SAMEA11057793,ArrayExpress,541640727,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195527,Plate5_A8,SAMEA11057793,wild type genotype,Plate5_A8,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057793,E-MTAB-11254:Plate5_A8,ERP133800,E-MTAB-11254:Plate5_A8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624948,WGS,300,1564212900,PRJEB49306,SAMEA11057794,ArrayExpress,531132839,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195528,Plate5_A9,SAMEA11057794,wild type genotype,Plate5_A9,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_A9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:32:00Z,1,SAMEA11057794,E-MTAB-11254:Plate5_A9,ERP133800,E-MTAB-11254:Plate5_A9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624949,WGS,300,1110487200,PRJEB49306,SAMEA11057795,ArrayExpress,366568280,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195529,Plate5_B1,SAMEA11057795,wild type genotype,Plate5_B1,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057795,E-MTAB-11254:Plate5_B1,ERP133800,E-MTAB-11254:Plate5_B1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624950,WGS,300,1212816900,PRJEB49306,SAMEA11057796,ArrayExpress,417881396,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195530,Plate5_B10,SAMEA11057796,wild type genotype,Plate5_B10,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057796,E-MTAB-11254:Plate5_B10,ERP133800,E-MTAB-11254:Plate5_B10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624951,WGS,300,1147761300,PRJEB49306,SAMEA11057797,ArrayExpress,387548548,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195531,Plate5_B11,SAMEA11057797,wild type genotype,Plate5_B11,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057797,E-MTAB-11254:Plate5_B11,ERP133800,E-MTAB-11254:Plate5_B11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624952,WGS,300,1247816100,PRJEB49306,SAMEA11057798,ArrayExpress,420993150,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195532,Plate5_B12,SAMEA11057798,wild type genotype,Plate5_B12,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057798,E-MTAB-11254:Plate5_B12,ERP133800,E-MTAB-11254:Plate5_B12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624953,WGS,300,1198737300,PRJEB49306,SAMEA11057799,ArrayExpress,398382670,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195533,Plate5_B2,SAMEA11057799,wild type genotype,Plate5_B2,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057799,E-MTAB-11254:Plate5_B2,ERP133800,E-MTAB-11254:Plate5_B2,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624954,WGS,300,1094210100,PRJEB49306,SAMEA11057800,ArrayExpress,361815640,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195534,Plate5_B3,SAMEA11057800,wild type genotype,Plate5_B3,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B3_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057800,E-MTAB-11254:Plate5_B3,ERP133800,E-MTAB-11254:Plate5_B3,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624955,WGS,300,1064350500,PRJEB49306,SAMEA11057801,ArrayExpress,355234596,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195535,Plate5_B4,SAMEA11057801,wild type genotype,Plate5_B4,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B4_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:32:00Z,1,SAMEA11057801,E-MTAB-11254:Plate5_B4,ERP133800,E-MTAB-11254:Plate5_B4,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624956,WGS,300,1205895000,PRJEB49306,SAMEA11057802,ArrayExpress,397829395,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195536,Plate5_B5,SAMEA11057802,wild type genotype,Plate5_B5,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B5_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057802,E-MTAB-11254:Plate5_B5,ERP133800,E-MTAB-11254:Plate5_B5,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624957,WGS,300,1077084600,PRJEB49306,SAMEA11057803,ArrayExpress,358840820,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195537,Plate5_B6,SAMEA11057803,wild type genotype,Plate5_B6,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B6_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057803,E-MTAB-11254:Plate5_B6,ERP133800,E-MTAB-11254:Plate5_B6,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624958,WGS,300,1320235800,PRJEB49306,SAMEA11057804,ArrayExpress,433674241,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195538,Plate5_B7,SAMEA11057804,wild type genotype,Plate5_B7,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B7_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057804,E-MTAB-11254:Plate5_B7,ERP133800,E-MTAB-11254:Plate5_B7,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624959,WGS,300,1710651000,PRJEB49306,SAMEA11057805,ArrayExpress,595264009,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195539,Plate5_B8,SAMEA11057805,wild type genotype,Plate5_B8,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B8_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057805,E-MTAB-11254:Plate5_B8,ERP133800,E-MTAB-11254:Plate5_B8,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624960,WGS,300,1155319500,PRJEB49306,SAMEA11057806,ArrayExpress,393432403,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195540,Plate5_B9,SAMEA11057806,wild type genotype,Plate5_B9,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_B9_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:29:00Z,1,SAMEA11057806,E-MTAB-11254:Plate5_B9,ERP133800,E-MTAB-11254:Plate5_B9,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624961,WGS,300,1252900800,PRJEB49306,SAMEA11057807,ArrayExpress,414165052,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195541,Plate5_C1,SAMEA11057807,wild type genotype,Plate5_C1,MPIPZ,2022-06-14T16:16:52Z,2022-06-14T16:16:52Z,public,Illumina HiSeq 3000,Plate5_C1_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:32:00Z,1,SAMEA11057807,E-MTAB-11254:Plate5_C1,ERP133800,E-MTAB-11254:Plate5_C1,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624962,WGS,300,1237760700,PRJEB49306,SAMEA11057808,ArrayExpress,416243677,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195542,Plate5_C10,SAMEA11057808,wild type genotype,Plate5_C10,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate5_C10_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057808,E-MTAB-11254:Plate5_C10,ERP133800,E-MTAB-11254:Plate5_C10,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624963,WGS,300,1162465800,PRJEB49306,SAMEA11057809,ArrayExpress,385914869,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195543,Plate5_C11,SAMEA11057809,wild type genotype,Plate5_C11,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate5_C11_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057809,E-MTAB-11254:Plate5_C11,ERP133800,E-MTAB-11254:Plate5_C11,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624964,WGS,300,1305218100,PRJEB49306,SAMEA11057810,ArrayExpress,445877475,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195544,Plate5_C12,SAMEA11057810,wild type genotype,Plate5_C12,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate5_C12_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:31:00Z,1,SAMEA11057810,E-MTAB-11254:Plate5_C12,ERP133800,E-MTAB-11254:Plate5_C12,2022-06-14,2022-06-14,MPIPZ,,,
ERR7624965,WGS,300,1197218100,PRJEB49306,SAMEA11057811,ArrayExpress,405365398,Max Planck Institute for Plant Breeding Research,thale cress,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",sporophyte vegetative stage,Columbia ecotype x Landsberg ecotype,2022-06-14,2022-06-14,ERX7195545,Plate5_C2,SAMEA11057811,wild type genotype,Plate5_C2,MPIPZ,2022-06-14T16:16:53Z,2022-06-14T16:16:53Z,public,Illumina HiSeq 3000,Plate5_C2_p,PAIRED,RANDOM,GENOMIC,leaf,Arabidopsis thaliana,ILLUMINA,2022-06-14T00:00:00Z,2022-06-24T04:30:00Z,1,SAMEA11057811,E-MTAB-11254:Plate5_C2,ERP133800,E-MTAB-11254:Plate5_C2,2022-06-14,2022-06-14,MPIPZ,,,
