Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lib_id,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR14316141,WGS,300,221589900,PRJNA723952,SAMN18854967,Plant,95007804,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671368,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 985 of 1108,C_ta_69,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_69,SRP315964,Leaf
SRR14316142,WGS,300,182686200,PRJNA723952,SAMN18854963,Plant,78412442,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671364,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 981 of 1108,C_ta_65,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_65,SRP315964,Leaf
SRR14316143,WGS,300,151300800,PRJNA723952,SAMN18854962,Plant,64775451,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671363,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 980 of 1108,C_ta_64,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:58:00Z,1,C_ta_64,SRP315964,Leaf
SRR14316144,WGS,300,229754700,PRJNA723952,SAMN18854961,Plant,98519601,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671362,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 979 of 1108,C_ta_63,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_63,SRP315964,Leaf
SRR14316145,WGS,300,147617400,PRJNA723952,SAMN18854574,Plant,62803620,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671361,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 592 of 1108,C_aa_44,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:58:00Z,1,C_aa_44,SRP315964,Leaf
SRR14316146,WGS,300,167774700,PRJNA723952,SAMN18854959,Plant,71890589,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671359,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 977 of 1108,C_ta_61,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_61,SRP315964,Leaf
SRR14316147,WGS,300,194478300,PRJNA723952,SAMN18854958,Plant,84272230,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671358,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 976 of 1108,C_ta_60,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_60,SRP315964,Leaf
SRR14316148,WGS,300,208741800,PRJNA723952,SAMN18854957,Plant,90187158,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671357,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 975 of 1108,C_ta_59,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_59,SRP315964,Leaf
SRR14316149,WGS,300,233610000,PRJNA723952,SAMN18854960,Plant,100404268,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671360,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 978 of 1108,C_ta_62,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_62,SRP315964,Leaf
SRR14316150,WGS,300,158091600,PRJNA723952,SAMN18854956,Plant,68331829,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671356,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 974 of 1108,C_ta_58,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_58,SRP315964,Leaf
SRR14316151,WGS,300,168137400,PRJNA723952,SAMN18854955,Plant,72015360,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671355,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 973 of 1108,C_ta_57,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:58:00Z,1,C_ta_57,SRP315964,Leaf
SRR14316152,WGS,300,204594000,PRJNA723952,SAMN18854954,Plant,88539906,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671354,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 972 of 1108,C_ta_56,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:58:00Z,1,C_ta_56,SRP315964,Leaf
SRR14316153,WGS,300,158064300,PRJNA723952,SAMN18854953,Plant,67930610,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671353,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 971 of 1108,C_ta_55,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_55,SRP315964,Leaf
SRR14316154,WGS,300,155828100,PRJNA723952,SAMN18854951,Plant,67609389,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671351,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 969 of 1108,C_ta_53,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:58:00Z,1,C_ta_53,SRP315964,Leaf
SRR14316155,WGS,300,117727500,PRJNA723952,SAMN18854573,Plant,49677832,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671350,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 591 of 1108,C_aa_43,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:58:00Z,1,C_aa_43,SRP315964,Leaf
SRR14316156,WGS,300,153264000,PRJNA723952,SAMN18854950,Plant,65921600,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671349,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 968 of 1108,C_ta_52,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_52,SRP315964,Leaf
SRR14316157,WGS,300,143735400,PRJNA723952,SAMN18854952,Plant,62264494,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671352,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 970 of 1108,C_ta_54,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_54,SRP315964,Leaf
SRR14316158,WGS,300,185291400,PRJNA723952,SAMN18854949,Plant,79545288,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671348,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 967 of 1108,C_ta_51,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_51,SRP315964,Leaf
SRR14316159,WGS,300,222407100,PRJNA723952,SAMN18854948,Plant,95781150,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671347,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 966 of 1108,C_ta_50,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_50,SRP315964,Leaf
SRR14316160,WGS,300,162639000,PRJNA723952,SAMN18854947,Plant,70150863,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671346,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 965 of 1108,C_ta_49,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_49,SRP315964,Leaf
SRR14316161,WGS,300,168986400,PRJNA723952,SAMN18854946,Plant,72815073,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671345,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 964 of 1108,C_ta_48,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_48,SRP315964,Leaf
SRR14316162,WGS,300,209967900,PRJNA723952,SAMN18854944,Plant,91120829,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671343,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 962 of 1108,C_ta_46,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_46,SRP315964,Leaf
SRR14316163,WGS,300,190448400,PRJNA723952,SAMN18854943,Plant,81904782,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671342,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 961 of 1108,C_ta_45,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_45,SRP315964,Leaf
SRR14316164,WGS,300,183180900,PRJNA723952,SAMN18854942,Plant,79334354,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671341,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 960 of 1108,C_ta_44,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_44,SRP315964,Leaf
SRR14316165,WGS,300,192207600,PRJNA723952,SAMN18854945,Plant,82763947,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671344,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 963 of 1108,C_ta_47,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_47,SRP315964,Leaf
SRR14316166,WGS,300,125331600,PRJNA723952,SAMN18854941,Plant,54117795,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671340,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 959 of 1108,C_ta_43,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_43,SRP315964,Leaf
SRR14316167,WGS,300,169300500,PRJNA723952,SAMN18854572,Plant,71524307,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671339,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 590 of 1108,C_aa_42,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_42,SRP315964,Leaf
SRR14316168,WGS,300,146885100,PRJNA723952,SAMN18854940,Plant,63559716,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671338,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 958 of 1108,C_ta_42,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_42,SRP315964,Leaf
SRR14316169,WGS,300,125796900,PRJNA723952,SAMN18854939,Plant,55378666,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671337,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 957 of 1108,C_ta_41,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_41,SRP315964,Leaf
SRR14316170,WGS,300,163175100,PRJNA723952,SAMN18854937,Plant,70344766,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671335,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 955 of 1108,C_ta_39,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_39,SRP315964,Leaf
SRR14316171,WGS,300,200893800,PRJNA723952,SAMN18854936,Plant,86566809,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671334,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 954 of 1108,C_ta_38,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_38,SRP315964,Leaf
SRR14316172,WGS,300,240780900,PRJNA723952,SAMN18854558,Plant,101961808,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671332,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 576 of 1108,C_aa_28,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_28,SRP315964,Leaf
SRR14316173,WGS,300,324099300,PRJNA723952,SAMN18854800,Plant,139656146,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671331,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 818 of 1108,C_ta_200,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_200,SRP315964,Leaf
SRR14316174,WGS,300,313073700,PRJNA723952,SAMN18854799,Plant,134080158,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671330,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 817 of 1108,C_LC_120,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_LC_120,SRP315964,Leaf
SRR14316175,WGS,300,212230200,PRJNA723952,SAMN18854801,Plant,92047290,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671333,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 819 of 1108,C_ta_208,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_208,SRP315964,Leaf
SRR14316176,WGS,300,273754500,PRJNA723952,SAMN18854798,Plant,117805573,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671329,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 816 of 1108,C_LC_112,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_LC_112,SRP315964,Leaf
SRR14316177,WGS,300,245268600,PRJNA723952,SAMN18854797,Plant,105363490,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671328,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 815 of 1108,C_LC_104,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_LC_104,SRP315964,Leaf
SRR14316178,WGS,300,222955200,PRJNA723952,SAMN18854796,Plant,96045981,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671327,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 814 of 1108,C_aa_224,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_224,SRP315964,Leaf
SRR14316179,WGS,300,290830800,PRJNA723952,SAMN18854795,Plant,125069339,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671326,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 813 of 1108,C_aa_216,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_216,SRP315964,Leaf
SRR14316180,WGS,300,328922700,PRJNA723952,SAMN18854793,Plant,142345860,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671324,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 811 of 1108,C_aa_200,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_200,SRP315964,Leaf
SRR14316181,WGS,300,256461600,PRJNA723952,SAMN18854792,Plant,109996217,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671323,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 810 of 1108,C_ta_215,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_215,SRP315964,Leaf
SRR14316182,WGS,300,241722000,PRJNA723952,SAMN18854791,Plant,103719967,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671322,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 809 of 1108,C_ta_207,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_207,SRP315964,Leaf
SRR14316183,WGS,300,281169900,PRJNA723952,SAMN18854794,Plant,122373392,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671325,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 812 of 1108,C_aa_208,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_208,SRP315964,Leaf
SRR14316184,WGS,300,345273900,PRJNA723952,SAMN18854557,Plant,146050529,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671321,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 575 of 1108,C_aa_27,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_aa_27,SRP315964,Leaf
