Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,lib_id,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR14316185,WGS,300,286402500,PRJNA723952,SAMN18854790,Plant,122539027,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671320,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 808 of 1108,C_ta_199,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_199,SRP315964,Leaf
SRR14316186,WGS,300,264961500,PRJNA723952,SAMN18854789,Plant,112765548,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671319,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 807 of 1108,C_LC_119,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_LC_119,SRP315964,Leaf
SRR14316187,WGS,300,295548900,PRJNA723952,SAMN18854788,Plant,125648914,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671318,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 806 of 1108,C_LC_111,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_LC_111,SRP315964,Leaf
SRR14316188,WGS,300,237552000,PRJNA723952,SAMN18854786,Plant,101405883,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671316,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 804 of 1108,C_aa_223,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_223,SRP315964,Leaf
SRR14316189,WGS,300,160456200,PRJNA723952,SAMN18854785,Plant,68354339,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671315,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 803 of 1108,C_aa_215,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_215,SRP315964,Leaf
SRR14316190,WGS,300,280632900,PRJNA723952,SAMN18854784,Plant,120799845,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671314,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 802 of 1108,C_aa_207,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_207,SRP315964,Leaf
SRR14316191,WGS,300,64908900,PRJNA723952,SAMN18854787,Plant,27506922,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671317,Col-0 x Col-0/Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 805 of 1108,C_LC_103,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_LC_103,SRP315964,Leaf
SRR14316192,WGS,300,325667100,PRJNA723952,SAMN18854783,Plant,139077038,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671313,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 801 of 1108,C_aa_199,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_199,SRP315964,Leaf
SRR14316193,WGS,300,298521300,PRJNA723952,SAMN18854782,Plant,131324245,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671158,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 800 of 1108,C_ta_214,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_214,SRP315964,Leaf
SRR14316194,WGS,300,226238700,PRJNA723952,SAMN18854629,Plant,98113705,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671311,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 647 of 1108,C_aa_99,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_99,SRP315964,Leaf
SRR14316195,WGS,300,141653700,PRJNA723952,SAMN18854628,Plant,63597830,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671310,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 646 of 1108,C_aa_98,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_98,SRP315964,Leaf
SRR14316196,WGS,300,186524700,PRJNA723952,SAMN18854627,Plant,84097054,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671309,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 645 of 1108,C_aa_97,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_97,SRP315964,Leaf
SRR14316197,WGS,300,157206600,PRJNA723952,SAMN18854630,Plant,69293614,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671312,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 648 of 1108,C_aa_100,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_100,SRP315964,Leaf
SRR14316198,WGS,300,244254600,PRJNA723952,SAMN18854626,Plant,103757197,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671308,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 644 of 1108,C_aa_96,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_aa_96,SRP315964,Leaf
SRR14316199,WGS,300,232376100,PRJNA723952,SAMN18854934,Plant,99347012,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671307,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 952 of 1108,C_ta_36,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_36,SRP315964,Leaf
SRR14316200,WGS,300,149147700,PRJNA723952,SAMN18854935,Plant,64378060,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671306,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 953 of 1108,C_ta_37,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T08:59:00Z,1,C_ta_37,SRP315964,Leaf
SRR14316201,WGS,300,147620400,PRJNA723952,SAMN18854938,Plant,63452844,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671336,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 956 of 1108,C_ta_40,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_40,SRP315964,Leaf
SRR14316202,WGS,300,283692300,PRJNA723952,SAMN18854625,Plant,120843187,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671286,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 643 of 1108,C_aa_95,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_aa_95,SRP315964,Leaf
SRR14316203,WGS,300,266010300,PRJNA723952,SAMN18854933,Plant,113618969,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671305,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 951 of 1108,C_ta_35,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_35,SRP315964,Leaf
SRR14316204,WGS,300,256468200,PRJNA723952,SAMN18854932,Plant,110447165,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671304,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 950 of 1108,C_ta_34,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_34,SRP315964,Leaf
SRR14316205,WGS,300,244118400,PRJNA723952,SAMN18854931,Plant,104123217,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671303,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 949 of 1108,C_ta_33,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_33,SRP315964,Leaf
SRR14316206,WGS,300,139414500,PRJNA723952,SAMN18854535,Plant,60580981,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671301,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 553 of 1108,C_aa_5,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_aa_5,SRP315964,Leaf
SRR14316207,WGS,300,264483000,PRJNA723952,SAMN18854930,Plant,113478010,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671300,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 948 of 1108,C_ta_32,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_32,SRP315964,Leaf
SRR14316208,WGS,300,183221700,PRJNA723952,SAMN18854929,Plant,78163279,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671299,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 947 of 1108,C_ta_31,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_31,SRP315964,Leaf
SRR14316209,WGS,300,162343200,PRJNA723952,SAMN18854571,Plant,68442532,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671302,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 589 of 1108,C_aa_41,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_aa_41,SRP315964,Leaf
SRR14316210,WGS,300,170133900,PRJNA723952,SAMN18854928,Plant,73091725,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671298,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 946 of 1108,C_ta_30,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_30,SRP315964,Leaf
SRR14316211,WGS,300,224560800,PRJNA723952,SAMN18854927,Plant,95905563,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671297,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 945 of 1108,C_ta_29,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_29,SRP315964,Leaf
SRR14316212,WGS,300,200624400,PRJNA723952,SAMN18854926,Plant,85990842,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671296,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 944 of 1108,C_ta_28,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_28,SRP315964,Leaf
SRR14316213,WGS,300,221781600,PRJNA723952,SAMN18854925,Plant,94627319,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671295,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 943 of 1108,C_ta_27,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_27,SRP315964,Leaf
SRR14316214,WGS,300,210955800,PRJNA723952,SAMN18854923,Plant,90049946,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671293,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 941 of 1108,C_ta_25,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_25,SRP315964,Leaf
SRR14316215,WGS,300,227999700,PRJNA723952,SAMN18854922,Plant,99432374,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671292,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 940 of 1108,C_ta_24,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_24,SRP315964,Leaf
SRR14316216,WGS,300,246986400,PRJNA723952,SAMN18854921,Plant,107090963,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671291,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 939 of 1108,C_ta_23,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_23,SRP315964,Leaf
SRR14316217,WGS,300,251729100,PRJNA723952,SAMN18854924,Plant,107629732,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671294,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 942 of 1108,C_ta_26,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_26,SRP315964,Leaf
SRR14316218,WGS,300,126633900,PRJNA723952,SAMN18854570,Plant,53695751,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671290,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 588 of 1108,C_aa_40,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_aa_40,SRP315964,Leaf
SRR14316219,WGS,300,215063700,PRJNA723952,SAMN18855043,Plant,91335035,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671624,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1061 of 1108,C_ta_145,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_145,SRP315964,Leaf
SRR14316220,WGS,300,198498300,PRJNA723952,SAMN18855046,Plant,84167597,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671067,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1064 of 1108,C_ta_148,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_148,SRP315964,Leaf
SRR14316221,WGS,300,276957300,PRJNA723952,SAMN18855042,Plant,117554233,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671623,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1060 of 1108,C_ta_144,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:01:00Z,1,C_ta_144,SRP315964,Leaf
SRR14316222,WGS,300,216054900,PRJNA723952,SAMN18855041,Plant,91550604,UNIVERSITY OF CALIFORNIA DAVIS,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671622,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1059 of 1108,C_ta_143,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_143,SRP315964,Leaf
SRR14316223,WGS,300,161984100,PRJNA723952,SAMN18854582,Plant,70029580,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671621,Col-0 x asy1Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 600 of 1108,C_aa_52,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_aa_52,SRP315964,Leaf
SRR14316224,WGS,300,219784200,PRJNA723952,SAMN18855040,Plant,93888720,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Vegetative,Col-0 x Ler-1 hybrids,SRX10671620,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1058 of 1108,C_ta_142,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_142,SRP315964,Leaf
SRR14316225,WGS,300,220035300,PRJNA723952,SAMN18855038,Plant,93887460,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671618,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1056 of 1108,C_ta_140,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_140,SRP315964,Leaf
SRR14316226,WGS,300,121083300,PRJNA723952,SAMN18855037,Plant,51314616,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671617,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1055 of 1108,C_ta_139,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_139,SRP315964,Leaf
SRR14316227,WGS,300,135702600,PRJNA723952,SAMN18855036,Plant,57814278,UNIVERSITY OF CALIFORNIA DAVIS,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671616,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1054 of 1108,C_ta_138,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_138,SRP315964,Leaf
SRR14316228,WGS,300,180057600,PRJNA723952,SAMN18855039,Plant,76254703,UNIVERSITY OF CALIFORNIA DAVIS,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Vegetative,Col-0 x Ler-1 hybrids,SRX10671619,Col-0 x asy1T142V-Col-0/asy1Ler-1,uncalculated,uncalculated,not applicable,Illumina HiSeq 4000,Col/Ler 1057 of 1108,C_ta_141,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2022-07-18T00:00:00Z,2021-04-24T09:00:00Z,1,C_ta_141,SRP315964,Leaf
